ID,Category,Years_Experience,Skills,Resume
RES0175,Python Developer,3,Unit Testing; SQL; Python; Django; REST API; Flask,"Python Developer specialist with 3 years in the industry, holding a MBA from Technical Institute. Core competencies include Unit Testing, SQL, Python, Django, REST API, Flask. Led initiatives using REST API that improved key metrics, and collaborated cross-functionally leveraging Python. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0405,Sales,12,CRM; Sales Strategy; Negotiation; Lead Generation; Client Relationship Management; Cold Calling; Communication; Excel,"Sales specialist with 12 years in the industry, holding a M.Tech from City College. Core competencies include CRM, Sales Strategy, Negotiation, Lead Generation, Client Relationship Management, Cold Calling, Communication, Excel. Led initiatives using CRM that improved key metrics, and collaborated cross-functionally leveraging Cold Calling. Passionate about continuous learning and staying current with industry trends. Certifications: None."
RES0160,Java Developer,9,Maven; SQL; REST API; Hibernate; Microservices; Java; Multithreading; Git,"Result-driven Java Developer professional with 9 years of experience. Skilled in Maven, SQL, REST API, Hibernate, Microservices, Java, Multithreading, Git. Completed M.Tech from Technical Institute. Worked on projects involving Maven and SQL, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0283,Business Analyst,4,Stakeholder Management; Communication; SQL; Requirements Gathering; Excel; Data Visualization; Process Improvement; Power BI; Agile,"Motivated Business Analyst candidate (4 years experience, M.Sc, City College) proficient in Stakeholder Management, Communication, SQL, Requirements Gathering, Excel, Data Visualization, Process Improvement, Power BI, Agile. Hands-on experience building solutions with Excel and Requirements Gathering. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0262,Network Security Engineer,2,Network Protocols; Penetration Testing; Firewalls; IDS/IPS; Linux; Vulnerability Assessment; Risk Assessment,"Network Security Engineer specialist with 2 years in the industry, holding a BCA from Metropolitan University. Core competencies include Network Protocols, Penetration Testing, Firewalls, IDS/IPS, Linux, Vulnerability Assessment, Risk Assessment. Led initiatives using IDS/IPS that improved key metrics, and collaborated cross-functionally leveraging Firewalls. Passionate about continuous learning and staying current with industry trends. Certifications: Microsoft Certified."
RES0550,Graphic Designer,9,Typography; Photoshop; Branding; UI/UX; Creativity; Communication; Illustrator; Figma,"Result-driven Graphic Designer professional with 9 years of experience. Skilled in Typography, Photoshop, Branding, UI/UX, Creativity, Communication, Illustrator, Figma. Completed BCA from National College. Worked on projects involving Photoshop and Illustrator, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0110,Android Development,7,REST API; Java; Git; Jetpack Compose; MVVM; Android SDK; Firebase,"Motivated Android Development candidate (7 years experience, B.Tech, State University) proficient in REST API, Java, Git, Jetpack Compose, MVVM, Android SDK, Firebase. Hands-on experience building solutions with Git and Firebase. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Coursera Professional Certificate."
RES0146,Java Developer,8,JUnit; Maven; Multithreading; Hibernate; SQL; Java; REST API; Spring Boot,"Result-driven Java Developer professional with 8 years of experience. Skilled in JUnit, Maven, Multithreading, Hibernate, SQL, Java, REST API, Spring Boot. Completed MCA from Institute of Technology. Worked on projects involving Hibernate and SQL, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0277,Network Security Engineer,12,Cryptography; IDS/IPS; Vulnerability Assessment; Risk Assessment; Firewalls; Network Protocols,"Result-driven Network Security Engineer professional with 12 years of experience. Skilled in Cryptography, IDS/IPS, Vulnerability Assessment, Risk Assessment, Firewalls, Network Protocols. Completed B.E. from State University. Worked on projects involving Vulnerability Assessment and Firewalls, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: PMP."
RES0452,Mechanical Engineer,7,Quality Control; Thermodynamics; Manufacturing; SolidWorks; Project Management; Six Sigma,"Mechanical Engineer specialist with 7 years in the industry, holding a MCA from State University. Core competencies include Quality Control, Thermodynamics, Manufacturing, SolidWorks, Project Management, Six Sigma. Led initiatives using Quality Control that improved key metrics, and collaborated cross-functionally leveraging SolidWorks. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0065,Web Development,7,HTML; JavaScript; MongoDB; Express.js; TypeScript; CSS; Node.js; React; Git,"Web Development specialist with 7 years in the industry, holding a B.Sc from Metropolitan University. Core competencies include HTML, JavaScript, MongoDB, Express.js, TypeScript, CSS, Node.js, React, Git. Led initiatives using CSS that improved key metrics, and collaborated cross-functionally leveraging Node.js. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0379,HR,7,Employee Engagement; Performance Management; Communication; Payroll; Excel; HRIS; Conflict Resolution; Onboarding; Recruitment,"HR specialist with 7 years in the industry, holding a B.Com from Institute of Technology. Core competencies include Employee Engagement, Performance Management, Communication, Payroll, Excel, HRIS, Conflict Resolution, Onboarding, Recruitment. Led initiatives using Performance Management that improved key metrics, and collaborated cross-functionally leveraging Onboarding. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0588,Health and Fitness,9,Communication; CPR Certified; First Aid; Nutrition Planning; Exercise Physiology; Client Assessment,"Result-driven Health and Fitness professional with 9 years of experience. Skilled in Communication, CPR Certified, First Aid, Nutrition Planning, Exercise Physiology, Client Assessment. Completed B.E. from Metropolitan University. Worked on projects involving Client Assessment and Nutrition Planning, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Coursera Professional Certificate."
RES0372,HR,6,Communication; Excel; Employee Engagement; Payroll; Performance Management; Conflict Resolution; Onboarding; Recruitment,"Motivated HR candidate (6 years experience, B.Sc, National College) proficient in Communication, Excel, Employee Engagement, Payroll, Performance Management, Conflict Resolution, Onboarding, Recruitment. Hands-on experience building solutions with Payroll and Performance Management. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
