Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description
JOB00005,Data Analyst,Data Science,"Guzman, Hoffman and Baldwin",Bengaluru,Statistics; Machine Learning; Pandas; TensorFlow; Data Visualization; Scikit-learn; NumPy,8-11 years,17-27,"Guzman, Hoffman and Baldwin is hiring a Data Analyst for our Bengaluru office. You will use Statistics, Machine Learning, Pandas, TensorFlow, Data Visualization, Scikit-learn, NumPy daily and help scale our Machine Learning capabilities. We value strong fundamentals in Statistics and a collaborative mindset. Minimum 8 years of experience in a similar role."
JOB00126,Java Developer,Java Developer,Smith-Frost,Hyderabad,Git; Hibernate; Maven; Java; SQL; Spring Boot; Multithreading,2-5 years,9-15,"Exciting opportunity for a Java Developer at Smith-Frost. Must be proficient in Git, Hibernate, Maven, Java, SQL, Spring Boot, Multithreading, with practical exposure to SQL and Java. You'll work in an agile environment solving real business problems. 2+ years experience preferred."
JOB00416,Manufacturing Engineer,Mechanical Engineer,"Hicks, Bullock and Bailey",Hyderabad,MATLAB; Quality Control; SolidWorks; Manufacturing; Six Sigma,8-11 years,7-13,"Exciting opportunity for a Manufacturing Engineer at Hicks, Bullock and Bailey. Must be proficient in MATLAB, Quality Control, SolidWorks, Manufacturing, Six Sigma, with practical exposure to MATLAB and Six Sigma. You'll work in an agile environment solving real business problems. 8+ years experience preferred."
JOB00330,Talent Acquisition Specialist,HR,Herman-Walker,Noida,Performance Management; Conflict Resolution; Recruitment; Onboarding; Excel; Communication,5-8 years,19-24,"Herman-Walker is hiring a Talent Acquisition Specialist for our Noida office. You will use Performance Management, Conflict Resolution, Recruitment, Onboarding, Excel, Communication daily and help scale our Onboarding capabilities. We value strong fundamentals in Performance Management and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00079,Android Developer,Android Development,Jones Inc,Chennai,Jetpack Compose; Firebase; Kotlin; MVVM; Java; REST API; Material Design; SQLite,2-5 years,8-14,"Jones Inc is hiring a Android Developer for our Chennai office. You will use Jetpack Compose, Firebase, Kotlin, MVVM, Java, REST API, Material Design, SQLite daily and help scale our SQLite capabilities. We value strong fundamentals in REST API and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00386,Mechanical Design Engineer,Mechanical Engineer,Kane PLC,Pune,SolidWorks; Project Management; Quality Control; Six Sigma; Manufacturing; Thermodynamics; AutoCAD,2-5 years,15-25,"Exciting opportunity for a Mechanical Design Engineer at Kane PLC. Must be proficient in SolidWorks, Project Management, Quality Control, Six Sigma, Manufacturing, Thermodynamics, AutoCAD, with practical exposure to Project Management and Thermodynamics. You'll work in an agile environment solving real business problems. 2+ years experience preferred."
JOB00189,Site Reliability Engineer,DevOps Engineer,Garcia LLC,Chennai,CI/CD; Monitoring; Git; Ansible; AWS; Linux; Shell Scripting; Kubernetes,1-4 years,11-16,"Exciting opportunity for a Site Reliability Engineer at Garcia LLC. Must be proficient in CI/CD, Monitoring, Git, Ansible, AWS, Linux, Shell Scripting, Kubernetes, with practical exposure to Monitoring and Git. You'll work in an agile environment solving real business problems. 1+ years experience preferred."
JOB00370,Sales Executive,Sales,Edwards-Scott,Kolkata,Cold Calling; Negotiation; Communication; Sales Strategy; Excel,3-6 years,10-15,"Edwards-Scott is hiring a Sales Executive for our Kolkata office. You will use Cold Calling, Negotiation, Communication, Sales Strategy, Excel daily and help scale our Sales Strategy capabilities. We value strong fundamentals in Excel and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00237,Network Security Engineer,Network Security Engineer,Warner-Gibson,Chennai,Vulnerability Assessment; Python; Penetration Testing; Firewalls; SIEM; Linux,7-10 years,11-17,"Exciting opportunity for a Network Security Engineer at Warner-Gibson. Must be proficient in Vulnerability Assessment, Python, Penetration Testing, Firewalls, SIEM, Linux, with practical exposure to Python and Linux. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00064,Web Developer,Web Development,"West, Henderson and Ramirez",Ahmedabad,Git; JavaScript; Responsive Design; Node.js; REST API,4-7 years,17-20,"Exciting opportunity for a Web Developer at West, Henderson and Ramirez. Must be proficient in Git, JavaScript, Responsive Design, Node.js, REST API, with practical exposure to Node.js and Responsive Design. You'll work in an agile environment solving real business problems. 4+ years experience preferred."
JOB00274,Product Analyst,Business Analyst,Hoover-Campbell,Ahmedabad,Excel; Communication; Process Improvement; Power BI; Stakeholder Management,1-4 years,13-19,"We are looking for a Product Analyst to join our growing team. The ideal candidate has hands-on experience with Excel, Communication, Process Improvement, Power BI, Stakeholder Management and can work independently on Power BI-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Excel initiatives, and driving continuous improvement. 1+ years of relevant experience required."
JOB00092,Mobile App Developer,Android Development,"Smith, Montoya and Evans",Hyderabad,Android SDK; Material Design; Kotlin; REST API; Jetpack Compose; Git,6-9 years,17-21,"Smith, Montoya and Evans is hiring a Mobile App Developer for our Hyderabad office. You will use Android SDK, Material Design, Kotlin, REST API, Jetpack Compose, Git daily and help scale our REST API capabilities. We value strong fundamentals in Android SDK and a collaborative mindset. Minimum 6 years of experience in a similar role."
JOB00394,Manufacturing Engineer,Mechanical Engineer,"Miller, Ramos and Coleman",Ahmedabad,SolidWorks; Project Management; Thermodynamics; MATLAB,4-7 years,15-18,"Miller, Ramos and Coleman is hiring a Manufacturing Engineer for our Ahmedabad office. You will use SolidWorks, Project Management, Thermodynamics, MATLAB daily and help scale our MATLAB capabilities. We value strong fundamentals in Thermodynamics and a collaborative mindset. Minimum 4 years of experience in a similar role."
JOB00484,UI/UX Designer,Graphic Designer,Mendez and Sons,Bengaluru,Photoshop; Creativity; InDesign; Communication,4-7 years,9-12,"Exciting opportunity for a UI/UX Designer at Mendez and Sons. Must be proficient in Photoshop, Creativity, InDesign, Communication, with practical exposure to Communication and Creativity. You'll work in an agile environment solving real business problems. 4+ years experience preferred."
JOB00420,Manufacturing Engineer,Mechanical Engineer,Thompson Ltd,Delhi NCR,Project Management; Manufacturing; Six Sigma; AutoCAD; MATLAB; Quality Control; SolidWorks,1-4 years,19-25,"Thompson Ltd is hiring a Manufacturing Engineer for our Delhi NCR office. You will use Project Management, Manufacturing, Six Sigma, AutoCAD, MATLAB, Quality Control, SolidWorks daily and help scale our MATLAB capabilities. We value strong fundamentals in AutoCAD and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00443,Structural Engineer,Civil Engineer,"Hale, Myers and Larson",Noida,Structural Analysis; Project Management; AutoCAD; Revit; Construction Management,5-8 years,9-15,"Exciting opportunity for a Structural Engineer at Hale, Myers and Larson. Must be proficient in Structural Analysis, Project Management, AutoCAD, Revit, Construction Management, with practical exposure to Revit and AutoCAD. You'll work in an agile environment solving real business problems. 5+ years experience preferred."
JOB00309,Marketing Analyst,Digital Marketing,"Phillips, Spence and Barrett",Pune,Email Marketing; Excel; SEO; Google Analytics; Copywriting; Marketing Strategy; Content Marketing,8-11 years,14-16,"We are looking for a Marketing Analyst to join our growing team. The ideal candidate has hands-on experience with Email Marketing, Excel, SEO, Google Analytics, Copywriting, Marketing Strategy, Content Marketing and can work independently on Content Marketing-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Excel initiatives, and driving continuous improvement. 8+ years of relevant experience required."
JOB00382,Sales Executive,Sales,Bruce-Villegas,Pune,Communication; CRM; Negotiation; Sales Strategy,0-3 years,19-28,"We are looking for a Sales Executive to join our growing team. The ideal candidate has hands-on experience with Communication, CRM, Negotiation, Sales Strategy and can work independently on Sales Strategy-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to CRM initiatives, and driving continuous improvement. 0+ years of relevant experience required."
JOB00009,Data Scientist,Data Science,Garcia-James,Hyderabad,Python; Excel; Statistics; SQL,1-4 years,17-20,"Garcia-James is hiring a Data Scientist for our Hyderabad office. You will use Python, Excel, Statistics, SQL daily and help scale our SQL capabilities. We value strong fundamentals in Python and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00121,Senior Java Developer,Java Developer,White-Estes,Ahmedabad,Multithreading; SQL; Java; Microservices; REST API,7-10 years,11-17,"White-Estes is hiring a Senior Java Developer for our Ahmedabad office. You will use Multithreading, SQL, Java, Microservices, REST API daily and help scale our REST API capabilities. We value strong fundamentals in Java and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00354,Business Development Executive,Sales,"Morris, Thompson and Williams",Pune,Excel; Cold Calling; Sales Strategy; Client Relationship Management; CRM; Negotiation; Lead Generation,3-6 years,20-29,"Morris, Thompson and Williams is hiring a Business Development Executive for our Pune office. You will use Excel, Cold Calling, Sales Strategy, Client Relationship Management, CRM, Negotiation, Lead Generation daily and help scale our CRM capabilities. We value strong fundamentals in Sales Strategy and a collaborative mindset. Minimum 3 years of experience in a similar role."
JOB00217,Network Security Engineer,Network Security Engineer,Perez-White,Hyderabad,Firewalls; SIEM; Python; Cryptography; Vulnerability Assessment,3-6 years,13-16,"Perez-White is hiring a Network Security Engineer for our Hyderabad office. You will use Firewalls, SIEM, Python, Cryptography, Vulnerability Assessment daily and help scale our Cryptography capabilities. We value strong fundamentals in Vulnerability Assessment and a collaborative mindset. Minimum 3 years of experience in a similar role."
